| TOTAL     | BOOK 1    | BOOK 2    | WORD     | 
| ORDER     | ORDER     | ORDER     | ORDER    | 
| FREQUENCY | FREQUENCY | FREQUENCY | SEQUENCE | 
------------------------------------------------ 
     30     |      25   |      5    |    bit 
     30     |      19   |     11    |quietly 
     30     |      16   |     14    |   town 
     30     |      19   |     11    | leaves 
     30     |      16   |     14    |putting 
     30     |      21   |      9    | formed 
     30     |       6   |     24    |  steps 
     30     |      24   |      6    |  swift 
     30     |      28   |      2    |    ive 
     30     |      21   |      9    |  break 
     30     |      13   |     17    |lighted 
     30     |      15   |     15    |keeping 
     30     |      15   |     15    |troubled 
     30     |      20   |     10    |  outer 
     30     |      23   |      7    |instantly 
     30     |      18   |     12    | future 
     30     |       8   |     22    |walking 
     30     |      14   |     16    | intent 
     30     |      17   |     13    | minute 
     30     |       5   |     25    |    cap 
     30     |       5   |     25    |witness 
     30     |      29   |      1    |hoisted 
     30     |      15   |     15    |donations 
     30     |      30   |      0    |swimming 
     30     |      30   |      0    |vessels 
     30     |      30   |      0    |harpoons 
     30     |      30   |      0    |    jet 
     30     |      30   |      0    |   helm 
     30     |      30   |      0    |    aft 
     30     |       0   |     30    | lorrys 
     29     |      16   |     13    |   laws 
     29     |      28   |      1    |   hast 
     29     |      25   |      4    |  yards 
     29     |      16   |     13    |respect 
     29     |      15   |     14    |supposed 
     29     |      17   |     12    |   bore 
     29     |      14   |     15    | colour 
     29     |      12   |     17    |  noise 
     29     |       6   |     23    |passenger 
     29     |      28   |      1    | astern 
     29     |      28   |      1    |   horn 
     29     |      11   |     18    | pieces 
     29     |      14   |     15    |quarter 
     29     |      12   |     17    |   loud 
     29     |      25   |      4    |  cases 
     29     |      25   |      4    |  chest 
     29     |      25   |      4    |interval 
     29     |      18   |     11    |    met 
     29     |      16   |     13    |   neck 
     29     |      15   |     14    | dinner 
     29     |       9   |     20    |attention 
     29     |       6   |     23    | sister 
     29     |      12   |     17    |removed 
     29     |       5   |     24    |  smile 
     29     |       5   |     24    |  doors 
     29     |      14   |     15    |pointing 
     29     |      25   |      4    |  souls 
     29     |      26   |      3    | bodily 
     29     |      14   |     15    |direction 
     29     |      16   |     13    |    fro 
     29     |       9   |     20    | action 
     29     |      15   |     14    | lifted 
     29     |       8   |     21    | worked 
     29     |       1   |     28    | echoes 
     29     |       5   |     24    |solomon 
     29     |      29   |      0    |leeward 
     29     |       0   |     29    |defarges 
     28     |      26   |      2    |whiteness 
     28     |      18   |     10    |   pale 
     28     |      23   |      5    |   grow 
     28     |      10   |     18    |afternoon 
     28     |       8   |     20    |   pray 
     28     |      27   |      1    |hunters 
     28     |      10   |     18    |replied 
     28     |      20   |      8    |   meet 
     28     |      23   |      5    |pursuit 
     28     |      21   |      7    |  winds 
     28     |      20   |      8    |   lies 
     28     |      20   |      8    |separate 
     28     |      23   |      5    | orders 
     28     |      14   |     14    |arrived 
     28     |      13   |     15    | church 
     28     |      20   |      8    |    dim 
     28     |      25   |      3    |precisely 
     28     |      13   |     15    |  broke 
     28     |      27   |      1    | eyeing 
     28     |      10   |     18    |  walls 
     28     |      10   |     18    |clothes 
     28     |       4   |     24    |  dress 
